C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,ID
-3679.1917171906925,-78.33713272654522,-430.8566373910366,-197.54482829752476,31.30737933708844,113.67298137193931,-302.13478175541087,-70.91817815018196,-146.92005944326266,243.47661974341693,027
-697.5053148547561,-2745.667943314317,1075.8901695985287,1283.7598997479372,519.6479431793234,647.8415414032979,-2405.923748504263,-213.97580999263408,-995.4031065180151,568.8246118050787,030
2466.1120270251813,4514.875218930056,-384.92563111436687,1621.795255498681,-1546.0927894363829,-2074.9069407748134,-1345.6845950862792,226.65584267855817,-158.93345026168672,557.0508040138153,030
4861.593019666701,-2941.9581734857447,291.9235043983299,-554.941782364201,247.6109807488308,130.99690176887827,955.0188305926372,-158.12159761772688,320.6911989623155,206.78964808635934,030
4760.843745795268,3426.7995365169795,-1441.322751056312,-454.2502401596413,-929.5170308989511,-1294.5405857446194,-877.4985778255162,-1306.051563973393,-201.88682105848116,-1250.5548704705336,030
2935.997556993479,4126.806319094357,-859.426697944409,619.9862911589586,-1183.184796813801,-1607.850352487187,-1327.6223748005877,-650.8540533692194,-365.6975779812013,-287.9361229987375,030
1041.1357311808588,2474.023030010024,114.68398959964411,247.2404275293408,-1840.3542365903793,-1084.4027793011364,56.16565062847846,569.059027896637,-43.30390448550717,155.13313758312265,030
4140.414798359728,-1505.2956481204728,167.06620784779471,-467.4718809759775,-562.0935557611549,-595.591435673314,1190.379844032711,443.9647510618901,393.66301317632406,-24.189507073960108,030
2782.0396750808677,34.31175183159245,201.6782980151701,-171.57351703655743,-1106.4266004851202,-503.77164866968127,1068.4811698984522,-288.88922109347055,328.1758859844222,251.55544765973193,030
1966.856635504097,363.8787545488958,282.5589588864473,46.981245429893185,-834.842959537192,-694.9414163324317,361.9863598992219,270.2157427547337,65.38969677954638,355.22026304950487,030
4901.846025199161,4382.144511350009,-844.6691866985971,-446.85381127409147,573.094303525936,-2677.9814935888735,-2108.899985570392,6166.915188244019,-293.386730373926,-187.09701679704776,030
614.5658827830867,-1760.576736854806,813.2221237777533,85.77365064555822,-277.5378627713725,367.1331355248574,643.6053059069905,-10.538855860809203,71.89279323147646,748.2576604296837,032
1692.8876005291113,165.1911979360798,100.16462215778188,-239.1956676095213,-671.5729711598741,-175.58945538412934,508.3172182022121,-334.62082276044026,57.45038544641373,-386.41977432005524,032
1810.4749461041567,-933.8882446379005,295.5251621694234,-266.5166792477356,-290.7330397814518,120.97519303905263,780.3959646654624,-335.61171902301885,81.82278008868003,67.18658081246282,032
1894.9124855217167,-151.83065886942663,172.47930155649192,-179.7182472937917,-632.4699316767382,-124.57550560530775,492.399197665666,-617.6534678291996,58.20614827584404,-298.1032720687448,032
1313.677573147715,-586.2499122760087,363.2200400897514,-108.13106207972487,-462.96779356566327,22.697355551930983,553.2192168114386,-524.2298382007648,56.906718560047445,0.0920466904839235,032
4719.094820589446,-2951.551352828754,-116.40983093541858,-1342.284493052559,1797.921037429005,1095.3808757741585,900.6000154439638,7348.07704024446,617.3996900125421,-723.0259878987521,032
-1911.8798882099666,6142.982580426187,15318.763613867162,-6868.640211129278,3802.1717073858695,-848.546902245228,26.154999874764,-569.4662464611704,166.0137219372333,-248.15906017355877,032
1445.7408681377333,-184.89578072481223,-159.41069954550568,-208.81806799383727,-361.17882946413397,-171.71739810674586,-20.385448618100437,-29.950473312643105,31.401606951681313,-648.9530096185316,032
1569.665666403933,-193.45867996334016,-22.18238153877122,-230.03948429800104,-318.73525099952167,-3.058653598368204,-28.178804227532066,-93.24068878399343,-22.018972919442103,-331.17289234001277,032
1735.3973729912375,-1146.0101722852608,444.8117165018783,577.9930190913213,-378.2387074156592,-245.9882909956871,-1091.105388709329,-180.96028197213968,-420.0191759181288,-354.0683982923658,032
-3866.096806214368,-574.5066048321722,-860.0707598966738,-527.5233052525442,454.7821291524445,-189.51636550495846,-455.50300509130903,2064.359810789662,100.39834702275536,-772.4762097262309,035
-4963.773093594695,1819.6009223917447,-2083.90149465347,-2034.3724918311987,30.76373821802008,-370.7624025891433,2421.3587297271915,-127.69606338467152,730.4316312132981,1933.570256270876,035
-4887.367084243002,81.70974136750603,-1304.9971030180304,-878.2358982918037,379.96488749826227,-22.854689088064333,328.7697486580802,164.5473318833747,409.2217326909291,-838.9182759545686,035
-5049.425860578235,63.08102672609279,-1396.4705643015,-917.1478924308622,452.5236680464889,12.611887518833008,270.8654253621238,193.06064784411961,534.1223323336559,-992.5700014508471,035
-4336.057437909531,-832.9785922756774,-849.6082817372833,-406.92580861974517,545.3087905560515,141.2463450617812,-542.1694558399612,198.75387169169966,91.296093264189,-213.74005702756725,035
-5410.3982632748175,932.6722164982083,-1869.4372524014482,-1435.5442239635179,353.87073362521534,-110.45222485093159,1065.888888702003,154.87583541680695,561.4545697376982,-833.2691808610848,035
9511.27692074598,3061.36468491058,-7554.531978415252,-7373.615037438387,8519.136946002245,1551.7040171595484,-3442.3285445239776,-1912.7737829251093,-870.1866615693093,1373.200755035729,035
-5429.596460170137,832.1594940984418,-1794.4603939336453,-1303.2525341628304,368.0735443021689,-64.52915441605046,805.9744383320858,282.24018410812505,523.5020111439571,-1163.1111265020222,035
-3765.74986656667,1240.4721925616896,-1220.4924272903386,-1414.914655215995,127.18784441472162,-362.3822694315935,1038.4324731527524,1699.8020673898204,499.6678003569233,-640.8136002807069,035
-5619.999957309162,1356.4093885398981,-2225.7154609306044,-1903.0569673022806,363.23748220307056,-191.3917713079899,1899.7546202604776,59.08768215445086,741.3858906800929,-305.9741797836768,035
-1863.823614934333,-2333.532768296403,798.0000443772709,1009.0051751095876,272.4714413189774,420.81979902308683,-2103.30568023533,99.61594313261298,-544.1524458655873,153.63294504149917,038
717.2172440527829,-3018.7971643426845,954.0617561019338,546.5299311098684,58.744977755382585,164.44182699690393,-294.5785519956145,6.724721672584221,-184.83136202060777,474.93114459097063,038
-1102.9882440077372,-2668.6105482970615,899.3559742694733,725.2026601359626,1.8786408289836467,176.39095561010544,-1561.5828682129852,742.5317271624546,-386.95365948400666,673.0598315073165,038
-1022.8317957019387,-2991.463462938044,977.41982751009,827.0788745055995,253.5852569250041,380.80385413750963,-1514.837614620351,17.66767207984301,-356.82094149570156,293.2509065223614,038
-538.2595719598014,-3187.197506307869,803.4557293134245,563.2577047031626,397.32588866090293,334.7980493117182,-1058.0228876997799,38.22754724443273,-225.04475715920103,160.67940253050995,038
-1333.7479831678027,-1332.530662911753,248.86275145006394,304.6292462449165,180.93348336405404,162.88807937039422,-943.3683092152606,-345.83405876255824,-473.1486394208474,-39.4689810009841,038
-2856.431139023742,-630.2984626483486,20.78597797363533,317.5327707725165,72.817046862234,207.43948854637244,-1184.5637634864604,-285.99994239934244,-622.9391607918222,-628.9301850336832,038
-1852.2678876406524,-983.3049553433085,205.96478985973482,306.4585417137522,-25.529046985833656,132.24627981931621,-701.437232223463,-288.6800534301571,-519.5284851570592,-392.70439500314404,038
-2139.7552094169682,-1197.7106470199762,418.96691710216896,358.3523219896097,-1.3724156972644501,176.82004749395225,-704.2423015977008,-232.0732413233087,-421.6532439672126,-222.46280128908714,038
-1869.8632271440592,-1552.927692159609,516.5474279575296,462.9025184704117,40.05958739420315,219.9110683326866,-925.0000096874063,-127.64626364281644,-477.72311604782016,116.43808120286278,038
-3774.235910674346,-395.7704332675108,96.87449613144555,715.4439938431703,96.68071678948662,240.70501882337115,-2084.560705835965,-48.8584685497341,-679.1973878491323,-1545.0709009222328,040
5243.144377241604,-1512.474601937758,-223.3461258239919,-713.0102415696333,-222.37839760488072,-283.21298285610334,1120.1328894563187,-1021.5317138369325,402.42917423983533,-520.888549989673,040
3421.75156952379,-1949.0099835413346,532.1440884500537,-37.6272444432624,-412.9272551914913,-109.74874566692428,691.5966497660789,-449.0883923588442,208.65682771406335,17.683369526045418,040
2671.6239561406796,-2577.8850690707327,699.8426586038828,106.54462057149493,58.72462858177291,233.49331810993067,279.325191628247,-451.9723086572577,23.935983176749993,371.7850169848681,040
2792.448412475276,-1881.690191001232,561.2437313491631,111.65771245884193,-229.50096557147268,99.16452750792277,292.5933724644851,-811.3462684319371,36.75865038283515,151.84118898907332,040
-2073.6278350432967,-1078.082066438714,1112.8516553453996,1382.3328819201788,-128.62335615774515,526.76073314438,-2420.2421043205827,366.15264860385776,-1009.9302622952144,289.4064515534107,040
3669.9891814428515,-2976.6261284163866,698.5802349454698,-389.70268503330357,258.2625812023483,295.2970094890528,1552.855446289187,155.034889595421,453.21325027984636,410.4288043735008,040
2060.4314801291134,-4293.556612174592,1496.9934993351537,510.36057846709787,257.2834100458763,363.228741328478,425.59966571711936,413.2568808700958,79.53234859189313,1477.3358852391289,040
5574.005090541546,-3081.67649330218,57.35510442719349,-943.714072519281,418.9059373583891,169.0661788687593,1622.5279539690034,-670.8938817915041,477.910648803226,-261.0644064451875,040
3642.1102599081023,-3106.184524433181,729.7795762548744,-306.9385187267122,114.58260696886627,102.66227795285646,1259.3464749141215,220.87894474604536,376.9528043903245,490.04381034104784,040
